date,temp
2015-07-12,62
2015-07-13,61
2015-07-14,61
2015-07-15,58
2015-07-16,59
2015-07-17,57
2015-07-18,64
2015-07-19,63
2015-07-20,62
2015-07-21,59
2015-07-22,57
2015-07-23,58
2015-07-24,56
2015-07-25,58
2015-07-26,57
2015-07-27,54
2015-07-28,57
2015-07-29,58
2015-07-30,63
2015-07-31,64
2015-08-01,60
2015-08-02,61
2015-08-03,63
2015-08-04,58
2015-08-05,54
2015-08-06,59
2015-08-07,60
2015-08-08,60
2015-08-09,59
2015-08-10,61
2015-08-11,62
2015-08-12,62
2015-08-13,60
2015-08-14,59
2015-08-15,57
2015-08-16,58
2015-08-17,57
2015-08-18,59
2015-08-19,61
2015-08-20,58
2015-08-21,58
2015-08-22,54
2015-08-23,57
2015-08-24,54
2015-08-25,54
2015-08-26,57
2015-08-27,58
2015-08-28,60
2015-08-29,56
2015-08-30,55
2015-08-31,61
2015-09-01,57
2015-09-02,52
2015-09-03,51
2015-09-04,50
2015-09-05,48
2015-09-06,53
2015-09-07,56
2015-09-08,56
2015-09-09,57
2015-09-10,58
2015-09-11,59
2015-09-12,58
2015-09-13,55
2015-09-14,51
2015-09-15,50
2015-09-16,50
2015-09-17,55
2015-09-18,55
2015-09-19,58
2015-09-20,54
2015-09-21,49
2015-09-22,46
2015-09-23,47
2015-09-24,52
2015-09-25,55
2015-09-26,50
2015-09-27,45
2015-09-28,49
2015-09-29,48
2015-09-30,50
2015-10-01,49
2015-10-02,50
2015-10-03,52
2015-10-04,50
2015-10-05,49
2015-10-06,50
2015-10-07,57
2015-10-08,56
2015-10-09,54
2015-10-10,56
2015-10-11,51
2015-10-12,51
2015-10-13,49
2015-10-14,50
2015-10-15,49
2015-10-16,48
2015-10-17,53
2015-10-18,55
2015-10-19,54
2015-10-20,51
2015-10-21,47
2015-10-22,48
2015-10-23,45
2015-10-24,48
2015-10-25,48
2015-10-26,50
2015-10-27,46
2015-10-28,52
2015-10-29,54
2015-10-30,53
2015-10-31,53
2015-11-01,48
2015-11-02,45
2015-11-03,41
2015-11-04,38
2015-11-05,46
2015-11-06,47
2015-11-07,49
2015-11-08,46
2015-11-09,41
2015-11-10,39
2015-11-11,43
2015-11-12,41
2015-11-13,49
2015-11-14,43
2015-11-15,36
2015-11-16,35
2015-11-17,44
2015-11-18,38
2015-11-19,37
2015-11-20,33
2015-11-21,33
2015-11-22,35
2015-11-23,32
2015-11-24,37
2015-11-25,32
2015-11-26,30
2015-11-27,29
2015-11-28,27
2015-11-29,28
2015-11-30,25
2015-12-01,39
2015-12-02,40
2015-12-03,46
2015-12-04,43
2015-12-05,43
2015-12-06,45
2015-12-07,47
2015-12-08,50
2015-12-09,46
2015-12-10,43
2015-12-11,40
2015-12-12,42
2015-12-13,43
2015-12-14,35
2015-12-15,34
2015-12-16,37
2015-12-17,39
2015-12-18,40
2015-12-19,37
2015-12-20,40
2015-12-21,37
2015-12-22,37
2015-12-23,37
2015-12-24,36
2015-12-25,36
2015-12-26,32
2015-12-27,35
2015-12-28,35
2015-12-29,33
2015-12-30,30
2015-12-31,28
2016-01-01,28
2016-01-02,25
2016-01-03,31
2016-01-04,35
2016-01-05,36
2016-01-06,37
2016-01-07,34
2016-01-08,36
2016-01-09,30
2016-01-10,38
2016-01-11,35
2016-01-12,40
2016-01-13,41
2016-01-14,36
2016-01-15,33
2016-01-16,42
2016-01-17,43
2016-01-18,43
2016-01-19,42
2016-01-20,40
2016-01-21,45
2016-01-22,44
2016-01-23,43
2016-01-24,37
2016-01-25,38
2016-01-26,46
2016-01-27,49
2016-01-28,46
2016-01-29,41
2016-01-30,38
2016-01-31,37
2016-02-01,38
2016-02-02,35
2016-02-03,39
2016-02-04,42
2016-02-05,39
2016-02-06,39
2016-02-07,34
2016-02-08,39
2016-02-09,38
2016-02-10,46
2016-02-11,45
2016-02-12,47
2016-02-13,43
2016-02-14,47
2016-02-15,49
2016-02-16,48
2016-02-17,47
2016-02-18,44
2016-02-19,39
2016-02-20,38
2016-02-21,35
2016-02-22,36
2016-02-23,34
2016-02-24,43
2016-02-25,39
2016-02-26,44
2016-02-27,47
2016-02-28,40
2016-02-29,42
2016-03-01,43
2016-03-02,45
2016-03-03,48
2016-03-04,42
2016-03-05,47
2016-03-06,43
2016-03-07,40
2016-03-08,39
2016-03-09,42
2016-03-10,42
2016-03-11,36
2016-03-12,40
2016-03-13,39
2016-03-14,39
2016-03-15,38
2016-03-16,39
2016-03-17,34
2016-03-18,47
2016-03-19,50
2016-03-20,48
2016-03-21,46
2016-03-22,44
2016-03-23,45
2016-03-24,43
2016-03-25,43
2016-03-26,42
2016-03-27,40
2016-03-28,38
2016-03-29,40
2016-03-30,42
2016-03-31,47
2016-04-01,48
2016-04-02,46
2016-04-03,45
2016-04-04,45
2016-04-05,44
2016-04-06,44
2016-04-07,50
2016-04-08,50
2016-04-09,47
2016-04-10,46
2016-04-11,48
2016-04-12,44
2016-04-13,44
2016-04-14,44
2016-04-15,47
2016-04-16,44
2016-04-17,48
2016-04-18,54
2016-04-19,56
2016-04-20,53
2016-04-21,51
2016-04-22,52
2016-04-23,51
2016-04-24,46
2016-04-25,44
2016-04-26,43
2016-04-27,48
2016-04-28,50
2016-04-29,48
2016-04-30,45
2016-05-01,50
2016-05-02,54
2016-05-03,56
2016-05-04,52
2016-05-05,48
2016-05-06,50
2016-05-07,52
2016-05-08,48
2016-05-09,46
2016-05-10,47
2016-05-11,52
2016-05-12,49
2016-05-13,50
2016-05-14,53
2016-05-15,52
2016-05-16,50
2016-05-17,51
2016-05-18,51
2016-05-19,48
2016-05-20,49
2016-05-21,50
2016-05-22,52
2016-05-23,53
2016-05-24,55
2016-05-25,53
2016-05-26,51
2016-05-27,49
2016-05-28,49
2016-05-29,52
2016-05-30,48
2016-05-31,52
2016-06-01,55
2016-06-02,58
2016-06-03,56
2016-06-04,62
2016-06-05,64
2016-06-06,62
2016-06-07,59
2016-06-08,55
2016-06-09,51
2016-06-10,49
2016-06-11,50
2016-06-12,53
2016-06-13,49
2016-06-14,47
2016-06-15,44
2016-06-16,51
2016-06-17,50
2016-06-18,52
2016-06-19,48
2016-06-20,55
2016-06-21,54
2016-06-22,55
2016-06-23,53
2016-06-24,52
2016-06-25,56
2016-06-26,56
2016-06-27,58
2016-06-28,54
2016-06-29,55
2016-06-30,55
2016-07-01,55
2016-07-02,57
2016-07-03,56
2016-07-04,56
2016-07-05,55
2016-07-06,56
2016-07-07,58
2016-07-08,58
2016-07-09,56
2016-07-10,56
2016-07-11,57
2016-07-12,59
2016-07-13,57
2016-07-14,57
2016-07-15,56
2016-07-16,57
2016-07-17,58
2016-07-18,60
2016-07-19,60
2016-07-20,60
2016-07-21,58
2016-07-22,59
2016-07-23,58
2016-07-24,58
2016-07-25,59
2016-07-26,59
2016-07-27,56
2016-07-28,61
2016-07-29,62
2016-07-30,57
2016-07-31,56
2016-08-01,53
2016-08-02,57
2016-08-03,58
2016-08-04,56
2016-08-05,57
2016-08-06,54
2016-08-07,57
2016-08-08,56
2016-08-09,58
2016-08-10,58
2016-08-11,58
2016-08-12,63
2016-08-13,64
2016-08-14,57
2016-08-15,57
2016-08-16,56
2016-08-17,56
2016-08-18,60
2016-08-19,69
2016-08-20,62
2016-08-21,57
2016-08-22,55
2016-08-23,54
2016-08-24,58
2016-08-25,61
2016-08-26,64
2016-08-27,58
2016-08-28,55
2016-08-29,53
2016-08-30,56
2016-08-31,58
2016-09-01,56
2016-09-02,55
2016-09-03,54
2016-09-04,51
2016-09-05,54
2016-09-06,55
2016-09-07,57
2016-09-08,55
2016-09-09,50
2016-09-10,54
2016-09-11,55
2016-09-12,54
2016-09-13,51
2016-09-14,51
2016-09-15,52
2016-09-16,52
2016-09-17,57
2016-09-18,54
2016-09-19,53
2016-09-20,49
2016-09-21,52
2016-09-22,49
2016-09-23,53
2016-09-24,53
2016-09-25,58
2016-09-26,53
2016-09-27,54
2016-09-28,52
2016-09-29,47
2016-09-30,46
2016-10-01,50
2016-10-02,50
2016-10-03,49
2016-10-04,52
2016-10-05,52
2016-10-06,53
2016-10-07,53
2016-10-08,52
2016-10-09,48
2016-10-10,45
2016-10-11,43
2016-10-12,43
2016-10-13,51
2016-10-14,50
2016-10-15,50
2016-10-16,50
2016-10-17,50
2016-10-18,49
2016-10-19,45
2016-10-20,50
2016-10-21,48
2016-10-22,44
2016-10-23,49
2016-10-24,51
2016-10-25,50
2016-10-26,52
2016-10-27,52
2016-10-28,50
2016-10-29,48
2016-10-30,44
2016-10-31,50
2016-11-01,50
2016-11-02,51
2016-11-03,48
2016-11-04,42
2016-11-05,51
2016-11-06,48
2016-11-07,50
2016-11-08,49
2016-11-09,51
2016-11-10,45
2016-11-11,52
2016-11-12,48
2016-11-13,47
2016-11-14,50
2016-11-15,46
2016-11-16,43
2016-11-17,41
2016-11-18,39
2016-11-19,48
2016-11-20,47
2016-11-21,44
2016-11-22,43
2016-11-23,42
2016-11-24,46
2016-11-25,41
2016-11-26,43
2016-11-27,42
2016-11-28,40
2016-11-29,41
2016-11-30,43
2016-12-01,40
2016-12-02,44
2016-12-03,44
2016-12-04,35
2016-12-05,33
2016-12-06,31
2016-12-07,28
2016-12-08,30
2016-12-09,31
2016-12-10,35
2016-12-11,39
2016-12-12,37
2016-12-13,31
2016-12-14,30
2016-12-15,32
2016-12-16,25
2016-12-17,23
2016-12-18,27
2016-12-19,35
2016-12-20,40
2016-12-21,34
2016-12-22,33
2016-12-23,35
2016-12-24,35
2016-12-25,33
2016-12-26,33
2016-12-27,40
2016-12-28,38
2016-12-29,40
2016-12-30,34
2016-12-31,29
2017-01-01,28
2017-01-02,26
2017-01-03,21
2017-01-04,22
2017-01-05,21
2017-01-06,20
2017-01-07,29
2017-01-08,35
2017-01-09,34
2017-01-10,32
2017-01-11,28
2017-01-12,25
2017-01-13,25
2017-01-14,26
2017-01-15,27
2017-01-16,30
2017-01-17,39
2017-01-18,44
2017-01-19,41
2017-01-20,37
2017-01-21,40
2017-01-22,37
2017-01-23,34
2017-01-24,31
2017-01-25,35
2017-01-26,41
2017-01-27,37
2017-01-28,37
2017-01-29,37
2017-01-30,40
2017-01-31,34
2017-02-01,29
2017-02-02,32
2017-02-03,34
2017-02-04,37
2017-02-05,33
2017-02-06,30
2017-02-07,30
2017-02-08,34
2017-02-09,39
2017-02-10,39
2017-02-11,38
2017-02-12,34
2017-02-13,35
2017-02-14,36
2017-02-15,45
2017-02-16,46
2017-02-17,42
2017-02-18,42
2017-02-19,40
2017-02-20,40
2017-02-21,39
2017-02-22,35
2017-02-23,34
2017-02-24,32
2017-02-25,32
2017-02-26,35
2017-02-27,33
2017-02-28,33
2017-03-01,41
2017-03-02,41
2017-03-03,39
2017-03-04,34
2017-03-05,34
2017-03-06,35
2017-03-07,35
2017-03-08,37
2017-03-09,39
2017-03-10,44
2017-03-11,40
2017-03-12,45
2017-03-13,47
2017-03-14,48
2017-03-15,44
2017-03-16,39
2017-03-17,37
2017-03-18,35
2017-03-19,34
2017-03-20,38
2017-03-21,46
2017-03-22,43
2017-03-23,39
2017-03-24,44
2017-03-25,43
2017-03-26,43
2017-03-27,44
2017-03-28,44
2017-03-29,45
2017-03-30,43
2017-03-31,39
2017-04-01,45
2017-04-02,41
2017-04-03,40
2017-04-04,43
2017-04-05,48
2017-04-06,47
2017-04-07,46
2017-04-08,41
2017-04-09,39
2017-04-10,41
2017-04-11,38
2017-04-12,45
2017-04-13,43
2017-04-14,42
2017-04-15,41
2017-04-16,42
2017-04-17,50
2017-04-18,48
2017-04-19,46
2017-04-20,44
2017-04-21,43
2017-04-22,48
2017-04-23,45
2017-04-24,45
2017-04-25,47
2017-04-26,45
2017-04-27,44
2017-04-28,43
2017-04-29,42
2017-04-30,47
2017-05-01,45
2017-05-02,43
2017-05-03,55
2017-05-04,53
2017-05-05,46
2017-05-06,43
2017-05-07,45
2017-05-08,46
2017-05-09,47
2017-05-10,51
2017-05-11,46
2017-05-12,43
2017-05-13,45
2017-05-14,47
2017-05-15,46
2017-05-16,45
2017-05-17,45
2017-05-18,48
2017-05-19,50
2017-05-20,53
2017-05-21,52
2017-05-22,56
2017-05-23,53
2017-05-24,46
2017-05-25,47
2017-05-26,51
2017-05-27,55
2017-05-28,56
2017-05-29,52
2017-05-30,52
2017-05-31,52
2017-06-01,56
2017-06-02,53
2017-06-03,53
2017-06-04,52
2017-06-05,50
2017-06-06,53
2017-06-07,56
2017-06-08,54
2017-06-09,50
2017-06-10,48
2017-06-11,52
2017-06-12,52
2017-06-13,52
2017-06-14,51
2017-06-15,53
2017-06-16,53
2017-06-17,51
2017-06-18,55
2017-06-19,56
2017-06-20,56
2017-06-21,53
2017-06-22,50
2017-06-23,55
2017-06-24,61
2017-06-25,64
2017-06-26,55
2017-06-27,53
2017-06-28,54
2017-06-29,53
2017-06-30,57
2017-07-01,55
2017-07-02,54
2017-07-03,56
2017-07-04,53
2017-07-05,57
2017-07-06,55
2017-07-07,55
2017-07-08,58
2017-07-09,56
2017-07-10,58
2017-07-11,54
2017-07-12,54
2017-07-13,57
2017-07-14,57
2017-07-15,54
2017-07-16,55
2017-07-17,55
2017-07-18,56
2017-07-19,53
2017-07-20,59
2017-07-21,55
2017-07-22,63
2017-07-23,62
2017-07-24,56
2017-07-25,58
2017-07-26,56
2017-07-27,57
2017-07-28,56
2017-07-29,54
2017-07-30,58
2017-07-31,60
2017-08-01,60
2017-08-02,69
2017-08-03,68
2017-08-04,62
2017-08-05,58
2017-08-06,58
2017-08-07,57
2017-08-08,59
2017-08-09,61
2017-08-10,60
2017-08-11,57
2017-08-12,58
2017-08-13,60
2017-08-14,56
2017-08-15,55
2017-08-16,57
2017-08-17,59
2017-08-18,55
2017-08-19,58
2017-08-20,56
2017-08-21,57
2017-08-22,60
2017-08-23,59
2017-08-24,58
2017-08-25,54
2017-08-26,54
2017-08-27,61
2017-08-28,62
2017-08-29,60
2017-08-30,60
2017-08-31,61
2017-09-01,57
2017-09-02,62
2017-09-03,65
2017-09-04,65
2017-09-05,66
2017-09-06,63
2017-09-07,61
2017-09-08,60
2017-09-09,59
2017-09-10,55
2017-09-11,52
2017-09-12,57
2017-09-13,53
2017-09-14,54
2017-09-15,50
2017-09-16,53
2017-09-17,54
2017-09-18,50
2017-09-19,50
2017-09-20,50
2017-09-21,50
2017-09-22,51
2017-09-23,54
2017-09-24,50
2017-09-25,56
2017-09-26,55
2017-09-27,54
2017-09-28,55
2017-09-29,54
2017-09-30,52
2017-10-01,50
2017-10-02,47
2017-10-03,44
2017-10-04,45
2017-10-05,45
2017-10-06,46
2017-10-07,49
2017-10-08,46
2017-10-09,43
2017-10-10,45
2017-10-11,43
2017-10-12,45
2017-10-13,41
2017-10-14,38
2017-10-15,41
2017-10-16,42
2017-10-17,49
2017-10-18,47
2017-10-19,50
2017-10-20,46
2017-10-21,45
2017-10-22,50
2017-10-23,49
2017-10-24,46
2017-10-25,44
2017-10-26,49
2017-10-27,46
2017-10-28,44
2017-10-29,46
2017-10-30,45
2017-10-31,38
2017-11-01,47
2017-11-02,42
2017-11-03,33
2017-11-04,35
2017-11-05,33
2017-11-06,36
2017-11-07,38
2017-11-08,45
2017-11-09,43
2017-11-10,41
2017-11-11,43
2017-11-12,47
2017-11-13,45
2017-11-14,44
2017-11-15,43
2017-11-16,42
2017-11-17,42
2017-11-18,41
2017-11-19,39
2017-11-20,41
2017-11-21,38
2017-11-22,56
2017-11-23,48
2017-11-24,46
2017-11-25,43
2017-11-26,42
2017-11-27,42
2017-11-28,43
2017-11-29,41
2017-11-30,41
2017-12-01,38
2017-12-02,41
2017-12-03,39
2017-12-04,34
2017-12-05,33
2017-12-06,36
2017-12-07,34
2017-12-08,29
2017-12-09,29
2017-12-10,34
2017-12-11,29
2017-12-12,32
2017-12-13,34
2017-12-14,36
2017-12-15,37
2017-12-16,37
2017-12-17,42
2017-12-18,41
2017-12-19,40
2017-12-20,32
2017-12-21,29
2017-12-22,35
2017-12-23,29
2017-12-24,28
2017-12-25,31
2017-12-26,31
2017-12-27,33
2017-12-28,38
2017-12-29,39
2017-12-30,38
2017-12-31,33
2018-01-01,31
2018-01-02,34
2018-01-03,33
2018-01-04,35
2018-01-05,45
2018-01-06,42
2018-01-07,41
2018-01-08,43
2018-01-09,43
2018-01-10,41
2018-01-11,42
2018-01-12,48
2018-01-13,45
2018-01-14,40
2018-01-15,41
2018-01-16,44
2018-01-17,45
2018-01-18,39
2018-01-19,38
2018-01-20,39
2018-01-21,39
2018-01-22,40
2018-01-23,40
2018-01-24,41
2018-01-25,37
2018-01-26,38
2018-01-27,41
2018-01-28,43
2018-01-29,43
2018-01-30,39
2018-01-31,39
2018-02-01,43
2018-02-02,45
2018-02-03,48
2018-02-04,49
2018-02-05,46
2018-02-06,44
2018-02-07,47
2018-02-08,42
2018-02-09,39
2018-02-10,33
2018-02-11,33
2018-02-12,32
2018-02-13,29
2018-02-14,37
2018-02-15,36
2018-02-16,40
2018-02-17,39
2018-02-18,30
2018-02-19,28
2018-02-20,27
2018-02-21,26
2018-02-22,26
2018-02-23,24
2018-02-24,36
2018-02-25,35
2018-02-26,32
2018-02-27,37
2018-02-28,39
2018-03-01,37
2018-03-02,37
2018-03-03,34
2018-03-04,33
2018-03-05,39
2018-03-06,37
2018-03-07,35
2018-03-08,39
2018-03-09,40
2018-03-10,34
2018-03-11,39
2018-03-12,42
2018-03-13,44
2018-03-14,40
2018-03-15,35
2018-03-16,39
2018-03-17,38
2018-03-18,39
2018-03-19,37
2018-03-20,36
2018-03-21,36
2018-03-22,39
2018-03-23,34
2018-03-24,34
2018-03-25,37
2018-03-26,40
2018-03-27,45
2018-03-28,44
2018-03-29,43
2018-03-30,46
2018-03-31,45
2018-04-01,38
2018-04-02,36
2018-04-03,39
2018-04-04,41
2018-04-05,46
2018-04-06,49
2018-04-07,46
2018-04-08,46
2018-04-09,44
2018-04-10,46
2018-04-11,42
2018-04-12,41
2018-04-13,43
2018-04-14,45
2018-04-15,43
2018-04-16,41
2018-04-17,42
2018-04-18,41
2018-04-19,41
2018-04-20,43
2018-04-21,45
2018-04-22,44
2018-04-23,41
2018-04-24,49
2018-04-25,51
2018-04-26,51
2018-04-27,49
2018-04-28,47
2018-04-29,46
2018-04-30,47
2018-05-01,48
2018-05-02,45
2018-05-03,50
2018-05-04,50
2018-05-05,48
2018-05-06,52
2018-05-07,53
2018-05-08,50
2018-05-09,52
2018-05-10,50
2018-05-11,50
2018-05-12,49
2018-05-13,52
2018-05-14,58
2018-05-15,54
2018-05-16,53
2018-05-17,53
2018-05-18,53
2018-05-19,45
2018-05-20,55
2018-05-21,54
2018-05-22,51
2018-05-23,55
2018-05-24,54
2018-05-25,52
2018-05-26,52
2018-05-27,51
2018-05-28,52
2018-05-29,50
2018-05-30,48
2018-05-31,49
2018-06-01,48
2018-06-02,54
2018-06-03,53
2018-06-04,49
2018-06-05,49
2018-06-06,51
2018-06-07,55
2018-06-08,52
2018-06-09,49
2018-06-10,48
2018-06-11,48
2018-06-12,48
2018-06-13,53
2018-06-14,53
2018-06-15,53
2018-06-16,54
2018-06-17,58
2018-06-18,60
2018-06-19,57
2018-06-20,59
2018-06-21,58
2018-06-22,57
2018-06-23,56
2018-06-24,54
2018-06-25,55
2018-06-26,53
2018-06-27,54
2018-06-28,53
2018-06-29,55
2018-06-30,56
2018-07-01,56
2018-07-02,53
2018-07-03,50
2018-07-04,57
2018-07-05,59
2018-07-06,60
2018-07-07,58
2018-07-08,58
2018-07-09,57
2018-07-10,58
2018-07-11,59
2018-07-12,59
2018-07-13,61
2018-07-14,58
2018-07-15,63
2018-07-16,63
2018-07-17,60
2018-07-18,58
2018-07-19,54
2018-07-20,55
2018-07-21,56
2018-07-22,61
2018-07-23,63
2018-07-24,59
2018-07-25,62
2018-07-26,60
2018-07-27,57
2018-07-28,58
2018-07-29,60
2018-07-30,62
2018-07-31,60
2018-08-01,59
2018-08-02,58
2018-08-03,59
2018-08-04,58
2018-08-05,59
2018-08-06,59
2018-08-07,60
2018-08-08,62
2018-08-09,60
2018-08-10,62
2018-08-11,62
2018-08-12,59
2018-08-13,59
2018-08-14,62
2018-08-15,61
2018-08-16,58
2018-08-17,54
2018-08-18,55
2018-08-19,58
2018-08-20,57
2018-08-21,65
2018-08-22,59
2018-08-23,57
2018-08-24,56
2018-08-25,53
2018-08-26,57
2018-08-27,56
2018-08-28,55
2018-08-29,57
2018-08-30,60
2018-08-31,58
2018-09-01,57
2018-09-02,52
2018-09-03,58
2018-09-04,55
2018-09-05,57
2018-09-06,56
2018-09-07,56
2018-09-08,58
2018-09-09,57
2018-09-10,58
2018-09-11,56
2018-09-12,55
2018-09-13,55
2018-09-14,55
2018-09-15,53
2018-09-16,51
2018-09-17,51
2018-09-18,48
2018-09-19,48
2018-09-20,53
2018-09-21,59
2018-09-22,55
2018-09-23,53
2018-09-24,49
2018-09-25,50
2018-09-26,51
2018-09-27,52
2018-09-28,57
2018-09-29,52
2018-09-30,56
