date,temp
2015-11-06,60
2015-11-07,54
2015-11-08,52
2015-11-09,50
2015-11-10,52
2015-11-11,52
2015-11-12,52
2015-11-13,56
2015-11-14,49
2015-11-15,48
2015-11-16,48
2015-11-17,56
2015-11-18,48
2015-11-19,48
2015-11-20,47
2015-11-21,48
2015-11-22,50
2015-11-23,44
2015-11-24,44
2015-11-25,45
2015-11-26,49
2015-11-27,49
2015-11-28,45
2015-11-29,35
2015-11-30,42
2015-12-01,50
2015-12-02,51
2015-12-03,60
2015-12-04,51
2015-12-05,50
2015-12-06,55
2015-12-07,52
2015-12-08,60
2015-12-09,54
2015-12-10,53
2015-12-11,49
2015-12-12,48
2015-12-13,46
2015-12-14,46
2015-12-15,44
2015-12-16,43
2015-12-17,44
2015-12-18,48
2015-12-19,47
2015-12-20,46
2015-12-21,42
2015-12-22,46
2015-12-23,41
2015-12-24,42
2015-12-25,41
2015-12-26,40
2015-12-27,40
2015-12-28,41
2015-12-29,45
2015-12-30,42
2015-12-31,42
2016-01-01,46
2016-01-02,42
2016-01-03,40
2016-01-04,38
2016-01-05,46
2016-01-06,53
2016-01-07,44
2016-01-08,48
2016-01-09,49
2016-01-10,52
2016-01-11,47
2016-01-12,48
2016-01-13,54
2016-01-14,48
2016-01-15,47
2016-01-16,52
2016-01-17,49
2016-01-18,52
2016-01-19,47
2016-01-20,50
2016-01-21,53
2016-01-22,55
2016-01-23,46
2016-01-24,50
2016-01-25,55
2016-01-26,56
2016-01-27,58
2016-01-28,56
2016-01-29,49
2016-01-30,46
2016-01-31,45
2016-02-01,45
2016-02-02,50
2016-02-03,47
2016-02-04,49
2016-02-05,52
2016-02-06,48
2016-02-07,52
2016-02-08,59
2016-02-09,63
2016-02-10,56
2016-02-11,55
2016-02-12,57
2016-02-13,50
2016-02-14,53
2016-02-15,54
2016-02-16,54
2016-02-17,63
2016-02-18,51
2016-02-19,50
2016-02-20,51
2016-02-21,50
2016-02-22,51
2016-02-23,58
2016-02-24,57
2016-02-25,62
2016-02-26,57
2016-02-27,56
2016-02-28,50
2016-02-29,53
2016-03-01,57
2016-03-02,54
2016-03-03,58
2016-03-04,55
2016-03-05,64
2016-03-06,59
2016-03-07,51
2016-03-08,53
2016-03-09,55
2016-03-10,55
2016-03-11,60
2016-03-12,50
2016-03-13,54
2016-03-14,47
2016-03-15,50
2016-03-16,53
2016-03-17,57
2016-03-18,63
2016-03-19,61
2016-03-20,54
2016-03-21,55
2016-03-22,55
2016-03-23,51
2016-03-24,52
2016-03-25,56
2016-03-26,58
2016-03-27,55
2016-03-28,55
2016-03-29,63
2016-03-30,68
2016-03-31,71
2016-04-01,71
2016-04-02,62
2016-04-03,68
2016-04-04,58
2016-04-05,56
2016-04-06,69
2016-04-07,78
2016-04-08,76
2016-04-09,64
2016-04-10,58
2016-04-11,58
2016-04-12,57
2016-04-13,58
2016-04-14,59
2016-04-15,59
2016-04-16,67
2016-04-17,80
2016-04-18,89
2016-04-19,84
2016-04-20,81
2016-04-21,72
2016-04-22,62
2016-04-23,64
2016-04-24,55
2016-04-25,59
2016-04-26,59
2016-04-27,63
2016-04-28,63
2016-04-29,61
2016-04-30,67
2016-05-01,79
2016-05-02,87
2016-05-03,72
2016-05-04,60
2016-05-05,68
2016-05-06,77
2016-05-07,82
2016-05-08,66
2016-05-09,67
2016-05-10,75
2016-05-11,80
2016-05-12,76
2016-05-13,84
2016-05-14,58
2016-05-15,56
2016-05-16,59
2016-05-17,69
2016-05-18,65
2016-05-19,63
2016-05-20,66
2016-05-21,58
2016-05-22,66
2016-05-23,66
2016-05-24,66
2016-05-25,65
2016-05-26,62
2016-05-27,64
2016-05-28,62
2016-05-29,64
2016-05-30,72
2016-05-31,80
2016-06-01,74
2016-06-02,70
2016-06-03,82
2016-06-04,85
2016-06-05,93
2016-06-06,88
2016-06-07,84
2016-06-08,67
2016-06-09,64
2016-06-10,65
2016-06-11,67
2016-06-12,70
2016-06-13,65
2016-06-14,60
2016-06-15,66
2016-06-16,70
2016-06-17,69
2016-06-18,66
2016-06-19,72
2016-06-20,75
2016-06-21,71
2016-06-22,75
2016-06-23,68
2016-06-24,69
2016-06-25,72
2016-06-26,80
2016-06-27,85
2016-06-28,76
2016-06-29,72
2016-06-30,73
2016-07-01,75
2016-07-02,75
2016-07-03,71
2016-07-04,69
2016-07-05,67
2016-07-06,76
2016-07-07,68
2016-07-08,72
2016-07-09,71
2016-07-10,73
2016-07-11,73
2016-07-12,76
2016-07-13,74
2016-07-14,76
2016-07-15,76
2016-07-16,73
2016-07-17,79
2016-07-18,71
2016-07-19,77
2016-07-20,80
2016-07-21,84
2016-07-22,73
2016-07-23,73
2016-07-24,81
2016-07-25,86
2016-07-26,78
2016-07-27,84
2016-07-28,88
2016-07-29,89
2016-07-30,75
2016-07-31,72
2016-08-01,77
2016-08-02,71
2016-08-03,76
2016-08-04,82
2016-08-05,79
2016-08-06,71
2016-08-07,69
2016-08-08,73
2016-08-09,71
2016-08-10,76
2016-08-11,81
2016-08-12,90
2016-08-13,91
2016-08-14,85
2016-08-15,83
2016-08-16,83
2016-08-17,80
2016-08-18,87
2016-08-19,95
2016-08-20,91
2016-08-21,73
2016-08-22,72
2016-08-23,80
2016-08-24,85
2016-08-25,91
2016-08-26,92
2016-08-27,73
2016-08-28,70
2016-08-29,79
2016-08-30,71
2016-08-31,69
2016-09-01,66
2016-09-02,69
2016-09-03,69
2016-09-04,70
2016-09-05,64
2016-09-06,65
2016-09-07,66
2016-09-08,70
2016-09-09,73
2016-09-10,77
2016-09-11,70
2016-09-12,75
2016-09-13,77
2016-09-14,78
2016-09-15,72
2016-09-16,74
2016-09-17,67
2016-09-18,68
2016-09-19,68
2016-09-20,67
2016-09-21,68
2016-09-22,65
2016-09-23,63
2016-09-24,66
2016-09-25,76
2016-09-26,77
2016-09-27,69
2016-09-28,67
2016-09-29,66
2016-09-30,65
2016-10-01,63
2016-10-02,63
2016-10-03,60
2016-10-04,60
2016-10-05,65
2016-10-06,62
2016-10-07,63
2016-10-08,65
2016-10-09,56
2016-10-10,60
2016-10-11,62
2016-10-12,66
2016-10-13,59
2016-10-14,57
2016-10-15,62
2016-10-16,60
2016-10-17,59
2016-10-18,58
2016-10-19,58
2016-10-20,60
2016-10-21,57
2016-10-22,62
2016-10-23,62
2016-10-24,63
2016-10-25,63
2016-10-26,58
2016-10-27,58
2016-10-28,67
2016-10-29,60
2016-10-30,52
2016-10-31,57
2016-11-01,56
2016-11-02,56
2016-11-03,65
2016-11-04,63
2016-11-05,60
2016-11-06,60
2016-11-07,66
2016-11-08,70
2016-11-09,64
2016-11-10,62
2016-11-11,61
2016-11-12,58
2016-11-13,54
2016-11-14,57
2016-11-15,54
2016-11-16,50
2016-11-17,51
2016-11-18,54
2016-11-19,57
2016-11-20,57
2016-11-21,53
2016-11-22,53
2016-11-23,48
2016-11-24,51
2016-11-25,52
2016-11-26,51
2016-11-27,47
2016-11-28,50
2016-11-29,51
2016-11-30,50
2016-12-01,46
2016-12-02,49
2016-12-03,48
2016-12-04,45
2016-12-05,39
2016-12-06,40
2016-12-07,38
2016-12-08,38
2016-12-09,36
2016-12-10,44
2016-12-11,42
2016-12-12,42
2016-12-13,38
2016-12-14,39
2016-12-15,38
2016-12-16,34
2016-12-17,33
2016-12-18,39
2016-12-19,45
2016-12-20,50
2016-12-21,47
2016-12-22,44
2016-12-23,39
2016-12-24,40
2016-12-25,42
2016-12-26,42
2016-12-27,44
2016-12-28,47
2016-12-29,48
2016-12-30,45
2016-12-31,38
2017-01-01,37
2017-01-02,34
2017-01-03,33
2017-01-04,36
2017-01-05,35
2017-01-06,40
2017-01-07,37
2017-01-08,45
2017-01-09,42
2017-01-10,40
2017-01-11,34
2017-01-12,40
2017-01-13,37
2017-01-14,44
2017-01-15,43
2017-01-16,45
2017-01-17,49
2017-01-18,53
2017-01-19,50
2017-01-20,52
2017-01-21,54
2017-01-22,49
2017-01-23,48
2017-01-24,43
2017-01-25,44
2017-01-26,47
2017-01-27,54
2017-01-28,52
2017-01-29,48
2017-01-30,45
2017-01-31,44
2017-02-01,43
2017-02-02,44
2017-02-03,40
2017-02-04,46
2017-02-05,41
2017-02-06,37
2017-02-07,38
2017-02-08,40
2017-02-09,56
2017-02-10,48
2017-02-11,49
2017-02-12,51
2017-02-13,57
2017-02-14,58
2017-02-15,54
2017-02-16,53
2017-02-17,56
2017-02-18,45
2017-02-19,47
2017-02-20,45
2017-02-21,48
2017-02-22,46
2017-02-23,44
2017-02-24,47
2017-02-25,44
2017-02-26,41
2017-02-27,41
2017-02-28,47
2017-03-01,49
2017-03-02,47
2017-03-03,51
2017-03-04,46
2017-03-05,45
2017-03-06,43
2017-03-07,42
2017-03-08,43
2017-03-09,49
2017-03-10,52
2017-03-11,53
2017-03-12,53
2017-03-13,53
2017-03-14,57
2017-03-15,50
2017-03-16,52
2017-03-17,53
2017-03-18,57
2017-03-19,53
2017-03-20,54
2017-03-21,56
2017-03-22,56
2017-03-23,58
2017-03-24,54
2017-03-25,52
2017-03-26,49
2017-03-27,53
2017-03-28,53
2017-03-29,55
2017-03-30,54
2017-03-31,56
2017-04-01,56
2017-04-02,55
2017-04-03,53
2017-04-04,61
2017-04-05,54
2017-04-06,60
2017-04-07,59
2017-04-08,52
2017-04-09,56
2017-04-10,53
2017-04-11,57
2017-04-12,59
2017-04-13,54
2017-04-14,52
2017-04-15,57
2017-04-16,66
2017-04-17,60
2017-04-18,60
2017-04-19,56
2017-04-20,58
2017-04-21,66
2017-04-22,63
2017-04-23,53
2017-04-24,57
2017-04-25,56
2017-04-26,58
2017-04-27,56
2017-04-28,59
2017-04-29,57
2017-04-30,56
2017-05-01,50
2017-05-02,61
2017-05-03,74
2017-05-04,76
2017-05-05,59
2017-05-06,60
2017-05-07,62
2017-05-08,64
2017-05-09,70
2017-05-10,71
2017-05-11,60
2017-05-12,54
2017-05-13,57
2017-05-14,59
2017-05-15,52
2017-05-16,54
2017-05-17,60
2017-05-18,64
2017-05-19,71
2017-05-20,72
2017-05-21,76
2017-05-22,83
2017-05-23,78
2017-05-24,63
2017-05-25,70
2017-05-26,81
2017-05-27,86
2017-05-28,86
2017-05-29,74
2017-05-30,58
2017-05-31,72
2017-06-01,67
2017-06-02,73
2017-06-03,67
2017-06-04,67
2017-06-05,74
2017-06-06,84
2017-06-07,79
2017-06-08,63
2017-06-09,63
2017-06-10,67
2017-06-11,70
2017-06-12,64
2017-06-13,65
2017-06-14,65
2017-06-15,61
2017-06-16,68
2017-06-17,63
2017-06-18,71
2017-06-19,74
2017-06-20,73
2017-06-21,69
2017-06-22,75
2017-06-23,81
2017-06-24,89
2017-06-25,96
2017-06-26,72
2017-06-27,71
2017-06-28,68
2017-06-29,78
2017-06-30,86
2017-07-01,72
2017-07-02,77
2017-07-03,70
2017-07-04,78
2017-07-05,85
2017-07-06,85
2017-07-07,72
2017-07-08,81
2017-07-09,80
2017-07-10,73
2017-07-11,75
2017-07-12,78
2017-07-13,75
2017-07-14,79
2017-07-15,77
2017-07-16,72
2017-07-17,78
2017-07-18,82
2017-07-19,78
2017-07-20,74
2017-07-21,78
2017-07-22,85
2017-07-23,76
2017-07-24,82
2017-07-25,87
2017-07-26,84
2017-07-27,70
2017-07-28,79
2017-07-29,81
2017-07-30,80
2017-07-31,85
2017-08-01,87
2017-08-02,91
2017-08-03,94
2017-08-04,91
2017-08-05,82
2017-08-06,82
2017-08-07,84
2017-08-08,89
2017-08-09,91
2017-08-10,90
2017-08-11,77
2017-08-12,76
2017-08-13,74
2017-08-14,73
2017-08-15,78
2017-08-16,79
2017-08-17,75
2017-08-18,73
2017-08-19,76
2017-08-20,77
2017-08-21,83
2017-08-22,86
2017-08-23,75
2017-08-24,72
2017-08-25,76
2017-08-26,84
2017-08-27,87
2017-08-28,88
2017-08-29,85
2017-08-30,77
2017-08-31,75
2017-09-01,85
2017-09-02,90
2017-09-03,90
2017-09-04,88
2017-09-05,85
2017-09-06,81
2017-09-07,75
2017-09-08,71
2017-09-09,68
2017-09-10,73
2017-09-11,80
2017-09-12,77
2017-09-13,70
2017-09-14,74
2017-09-15,76
2017-09-16,76
2017-09-17,64
2017-09-18,62
2017-09-19,64
2017-09-20,57
2017-09-21,64
2017-09-22,68
2017-09-23,68
2017-09-24,72
2017-09-25,65
2017-09-26,74
2017-09-27,80
2017-09-28,86
2017-09-29,67
2017-09-30,64
2017-10-01,62
2017-10-02,62
2017-10-03,69
2017-10-04,68
2017-10-05,69
2017-10-06,66
2017-10-07,62
2017-10-08,62
2017-10-09,64
2017-10-10,60
2017-10-11,57
2017-10-12,50
2017-10-13,54
2017-10-14,56
2017-10-15,63
2017-10-16,62
2017-10-17,60
2017-10-18,64
2017-10-19,54
2017-10-20,53
2017-10-21,58
2017-10-22,60
2017-10-23,65
2017-10-24,66
2017-10-25,59
2017-10-26,58
2017-10-27,66
2017-10-28,68
2017-10-29,56
2017-10-30,63
2017-10-31,58
2017-11-01,55
2017-11-02,50
2017-11-03,43
2017-11-04,41
2017-11-05,40
2017-11-06,47
2017-11-07,48
2017-11-08,54
2017-11-09,50
2017-11-10,51
2017-11-11,52
2017-11-12,57
2017-11-13,55
2017-11-14,54
2017-11-15,53
2017-11-16,44
2017-11-17,50
2017-11-18,52
2017-11-19,53
2017-11-20,50
2017-11-21,60
2017-11-22,68
2017-11-23,59
2017-11-24,52
2017-11-25,51
2017-11-26,58
2017-11-27,50
2017-11-28,47
2017-11-29,50
2017-11-30,46
2017-12-01,48
2017-12-02,44
2017-12-03,46
2017-12-04,45
2017-12-05,45
2017-12-06,52
2017-12-07,52
2017-12-08,43
2017-12-09,44
2017-12-10,49
2017-12-11,49
2017-12-12,46
2017-12-13,48
2017-12-14,50
2017-12-15,43
2017-12-16,45
2017-12-17,50
2017-12-18,49
2017-12-19,50
2017-12-20,49
2017-12-21,41
2017-12-22,40
2017-12-23,38
2017-12-24,38
2017-12-25,35
2017-12-26,39
2017-12-27,41
2017-12-28,48
2017-12-29,54
2017-12-30,48
2017-12-31,43
2018-01-01,44
2018-01-02,44
2018-01-03,49
2018-01-04,47
2018-01-05,51
2018-01-06,48
2018-01-07,45
2018-01-08,49
2018-01-09,50
2018-01-10,45
2018-01-11,50
2018-01-12,51
2018-01-13,58
2018-01-14,56
2018-01-15,64
2018-01-16,56
2018-01-17,56
2018-01-18,52
2018-01-19,46
2018-01-20,49
2018-01-21,51
2018-01-22,47
2018-01-23,48
2018-01-24,49
2018-01-25,44
2018-01-26,42
2018-01-27,48
2018-01-28,57
2018-01-29,52
2018-01-30,47
2018-01-31,45
2018-02-01,46
2018-02-02,53
2018-02-03,51
2018-02-04,55
2018-02-05,50
2018-02-06,48
2018-02-07,54
2018-02-08,53
2018-02-09,49
2018-02-10,46
2018-02-11,46
2018-02-12,47
2018-02-13,48
2018-02-14,44
2018-02-15,45
2018-02-16,47
2018-02-17,49
2018-02-18,39
2018-02-19,37
2018-02-20,36
2018-02-21,34
2018-02-22,38
2018-02-23,40
2018-02-24,45
2018-02-25,43
2018-02-26,45
2018-02-27,47
2018-02-28,47
2018-03-01,51
2018-03-02,45
2018-03-03,52
2018-03-04,48
2018-03-05,47
2018-03-06,53
2018-03-07,50
2018-03-08,52
2018-03-09,52
2018-03-10,59
2018-03-11,64
2018-03-12,73
2018-03-13,64
2018-03-14,53
2018-03-15,56
2018-03-16,58
2018-03-17,54
2018-03-18,55
2018-03-19,55
2018-03-20,56
2018-03-21,58
2018-03-22,49
2018-03-23,49
2018-03-24,47
2018-03-25,52
2018-03-26,46
2018-03-27,52
2018-03-28,54
2018-03-29,55
2018-03-30,57
2018-03-31,59
2018-04-01,50
2018-04-02,53
2018-04-03,50
2018-04-04,50
2018-04-05,56
2018-04-06,65
2018-04-07,62
2018-04-08,51
2018-04-09,62
2018-04-10,60
2018-04-11,54
2018-04-12,51
2018-04-13,53
2018-04-14,53
2018-04-15,51
2018-04-16,47
2018-04-17,53
2018-04-18,60
2018-04-19,62
2018-04-20,63
2018-04-21,56
2018-04-22,59
2018-04-23,69
2018-04-24,77
2018-04-25,75
2018-04-26,82
2018-04-27,58
2018-04-28,55
2018-04-29,61
2018-04-30,59
2018-05-01,62
2018-05-02,70
2018-05-03,74
2018-05-04,64
2018-05-05,68
2018-05-06,77
2018-05-07,69
2018-05-08,75
2018-05-09,67
2018-05-10,62
2018-05-11,67
2018-05-12,77
2018-05-13,85
2018-05-14,88
2018-05-15,69
2018-05-16,68
2018-05-17,67
2018-05-18,66
2018-05-19,72
2018-05-20,68
2018-05-21,72
2018-05-22,79
2018-05-23,80
2018-05-24,70
2018-05-25,68
2018-05-26,68
2018-05-27,75
2018-05-28,70
2018-05-29,65
2018-05-30,67
2018-05-31,67
2018-06-01,68
2018-06-02,77
2018-06-03,63
2018-06-04,69
2018-06-05,69
2018-06-06,75
2018-06-07,68
2018-06-08,64
2018-06-09,63
2018-06-10,62
2018-06-11,68
2018-06-12,69
2018-06-13,67
2018-06-14,68
2018-06-15,73
2018-06-16,78
2018-06-17,88
2018-06-18,87
2018-06-19,85
2018-06-20,88
2018-06-21,69
2018-06-22,69
2018-06-23,72
2018-06-24,79
2018-06-25,71
2018-06-26,73
2018-06-27,67
2018-06-28,69
2018-06-29,72
2018-06-30,66
2018-07-01,71
2018-07-02,70
2018-07-03,76
2018-07-04,83
2018-07-05,85
2018-07-06,78
2018-07-07,74
2018-07-08,81
2018-07-09,72
2018-07-10,78
2018-07-11,82
2018-07-12,89
2018-07-13,85
2018-07-14,87
2018-07-15,93
2018-07-16,92
2018-07-17,85
2018-07-18,77
2018-07-19,70
2018-07-20,74
2018-07-21,79
2018-07-22,86
2018-07-23,90
2018-07-24,91
2018-07-25,92
2018-07-26,92
2018-07-27,88
2018-07-28,85
2018-07-29,94
2018-07-30,89
2018-07-31,80
2018-08-01,75
2018-08-02,70
2018-08-03,76
2018-08-04,81
2018-08-05,86
2018-08-06,89
2018-08-07,92
2018-08-08,94
2018-08-09,93
2018-08-10,82
2018-08-11,72
2018-08-12,73
2018-08-13,79
2018-08-14,85
2018-08-15,86
2018-08-16,73
2018-08-17,74
2018-08-18,81
2018-08-19,80
2018-08-20,81
2018-08-21,91
2018-08-22,89
2018-08-23,73
2018-08-24,69
2018-08-25,64
2018-08-26,65
2018-08-27,76
2018-08-28,84
2018-08-29,77
2018-08-30,73
2018-08-31,69
2018-09-01,73
2018-09-02,76
2018-09-03,74
2018-09-04,77
2018-09-05,82
2018-09-06,85
2018-09-07,75
2018-09-08,71
2018-09-09,75
2018-09-10,68
2018-09-11,67
2018-09-12,67
2018-09-13,70
2018-09-14,67
2018-09-15,63
2018-09-16,65
2018-09-17,65
2018-09-18,67
2018-09-19,68
2018-09-20,66
2018-09-21,72
2018-09-22,68
2018-09-23,65
2018-09-24,68
2018-09-25,69
2018-09-26,70
2018-09-27,73
2018-09-28,79
2018-09-29,66
2018-09-30,65
